mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_metric,param_n_neighbors,param_weights,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.001493549346923828,0.0006463763736789007,0.0025242328643798827,0.0004503579059028198,manhattan,1,distance,"{'metric': 'manhattan', 'n_neighbors': 1, 'weights': 'distance'}",0.6910569105691057,0.6829268292682927,0.6504065040650406,0.7398373983739838,0.6885245901639344,0.6905504464880714,0.02864688422391859,118,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.0015379428863525391,0.00037235790823783626,0.0031097888946533202,0.00020225140110342895,manhattan,2,distance,"{'metric': 'manhattan', 'n_neighbors': 2, 'weights': 'distance'}",0.6910569105691057,0.6829268292682927,0.6504065040650406,0.7398373983739838,0.6885245901639344,0.6905504464880714,0.02864688422391859,118,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.001187896728515625,0.0004076195974743832,0.008614158630371094,0.0004936948341595704,manhattan,1,uniform,"{'metric': 'manhattan', 'n_neighbors': 1, 'weights': 'uniform'}",0.6910569105691057,0.6829268292682927,0.6504065040650406,0.7398373983739838,0.6885245901639344,0.6905504464880714,0.02864688422391859,118,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.0018004894256591797,0.0003995662479850935,0.012322092056274414,0.0035093106220743598,euclidean,2,uniform,"{'metric': 'euclidean', 'n_neighbors': 2, 'weights': 'uniform'}",0.6666666666666666,0.6991869918699187,0.6747967479674797,0.7154471544715447,0.7704918032786885,0.7053178728508597,0.03691418713395966,117,0.845213849287169,0.8574338085539714,0.8411405295315683,0.8431771894093686,0.8292682926829268,0.8432467338930009,0.0089997820231464
0.0019313335418701173,0.0006468355651001582,0.008985567092895507,0.0007758946104379805,manhattan,2,uniform,"{'metric': 'manhattan', 'n_neighbors': 2, 'weights': 'uniform'}",0.7317073170731707,0.6910569105691057,0.6504065040650406,0.7317073170731707,0.7377049180327869,0.7085165933626549,0.03349388192166462,116,0.8370672097759674,0.8594704684317719,0.8492871690427699,0.8431771894093686,0.8292682926829268,0.843654065868561,0.010319447619937881
0.002103233337402344,0.00020164566738098584,0.009943532943725585,0.0008209991513790999,euclidean,1,uniform,"{'metric': 'euclidean', 'n_neighbors': 1, 'weights': 'uniform'}",0.7073170731707317,0.6829268292682927,0.6504065040650406,0.7723577235772358,0.7459016393442623,0.7117819538851127,0.04348120519646733,113,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.0019099712371826172,0.0004908885346662791,0.0031274795532226563,0.00025396570870089656,euclidean,1,distance,"{'metric': 'euclidean', 'n_neighbors': 1, 'weights': 'distance'}",0.7073170731707317,0.6829268292682927,0.6504065040650406,0.7723577235772358,0.7459016393442623,0.7117819538851127,0.04348120519646733,113,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.0016006946563720704,0.0004906233898346484,0.002799654006958008,0.00040192939246858826,euclidean,2,distance,"{'metric': 'euclidean', 'n_neighbors': 2, 'weights': 'distance'}",0.7073170731707317,0.6829268292682927,0.6504065040650406,0.7723577235772358,0.7459016393442623,0.7117819538851127,0.04348120519646733,113,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.0016011714935302735,0.0008026743857366617,0.003206682205200195,0.0008182209876888302,manhattan,4,distance,"{'metric': 'manhattan', 'n_neighbors': 4, 'weights': 'distance'}",0.7073170731707317,0.7235772357723578,0.6585365853658537,0.7317073170731707,0.7459016393442623,0.7134079701452752,0.030139961821345037,112,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.001860666275024414,0.00018177176321847432,0.0033662796020507814,0.000532280793128466,manhattan,3,distance,"{'metric': 'manhattan', 'n_neighbors': 3, 'weights': 'distance'}",0.7154471544715447,0.7317073170731707,0.6504065040650406,0.7479674796747967,0.7622950819672131,0.7215647074503532,0.03888407561677253,111,1.0,1.0,1.0,1.0,1.0,1.0,0.0
