mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_penalty,param_solver,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.019457530975341798,0.010564809814215,0.042571496963500974,0.006016349792480468,0.001,l1,liblinear,"{'C': 0.001, 'penalty': 'l1', 'solver': 'liblinear'}",0.6585365853658537,0.6504065040650406,0.6504065040650406,0.6504065040650406,0.6557377049180327,0.6530987604958016,0.0034140504111071102,12,0.6517311608961304,0.6537678207739308,0.6537678207739308,0.6537678207739308,0.6524390243902439,0.6530947295216334,0.0008542159115287647
0.002254152297973633,0.001530077407792811,0.014120340347290039,0.01695175152750662,0.01,l1,liblinear,"{'C': 0.01, 'penalty': 'l1', 'solver': 'liblinear'}",0.6747967479674797,0.7317073170731707,0.7154471544715447,0.6991869918699187,0.6721311475409836,0.6986538717846196,0.023010632603220074,11,0.7046843177189409,0.6904276985743381,0.6945010183299389,0.6985743380855397,0.7052845528455285,0.6986943851108572,0.00574885111933072
0.05193619728088379,0.01545112942915945,0.002589702606201172,0.0013311403650719644,0.001,l2,liblinear,"{'C': 0.001, 'penalty': 'l2', 'solver': 'liblinear'}",0.7398373983739838,0.8048780487804879,0.7560975609756098,0.7073170731707317,0.7377049180327869,0.74916699986672,0.03200497085390621,10,0.7596741344195519,0.7433808553971487,0.7535641547861507,0.7657841140529531,0.7601626016260162,0.756513172056364,0.0076212181237303766
0.0022554397583007812,0.0008607880572044515,0.0011295795440673829,0.0002499276997486848,0.01,l2,liblinear,"{'C': 0.01, 'penalty': 'l2', 'solver': 'liblinear'}",0.7479674796747967,0.8048780487804879,0.7398373983739838,0.7479674796747967,0.7704918032786885,0.7622284419565506,0.023644792347137504,9,0.7617107942973523,0.7576374745417516,0.7678207739307535,0.7718940936863544,0.7621951219512195,0.7642516516814862,0.005011549928749706
0.0019997596740722657,8.476442735019292e-07,0.0010002613067626952,1.2848085007960777e-06,0.1,l1,liblinear,"{'C': 0.1, 'penalty': 'l1', 'solver': 'liblinear'}",0.7398373983739838,0.7967479674796748,0.7723577235772358,0.7398373983739838,0.7786885245901639,0.7654938024790084,0.022425606246087696,8,0.7780040733197556,0.7576374745417516,0.7718940936863544,0.7780040733197556,0.7682926829268293,0.7707664795588893,0.007543573198848682
0.0021980762481689452,0.00040720769880106197,0.0010010719299316407,4.835608419070137e-06,1.0,l1,liblinear,"{'C': 1, 'penalty': 'l1', 'solver': 'liblinear'}",0.7398373983739838,0.8211382113821138,0.7398373983739838,0.7479674796747967,0.7868852459016393,0.7671331467413035,0.032137613415019174,4,0.7820773930753564,0.7596741344195519,0.7841140529531568,0.7820773930753564,0.7764227642276422,0.7768731475502128,0.008973382325881745
0.0018378257751464843,0.0005587952220891575,0.0009449958801269531,0.00011342086774286767,100.0,l1,liblinear,"{'C': 100, 'penalty': 'l1', 'solver': 'liblinear'}",0.7479674796747967,0.8211382113821138,0.7398373983739838,0.7398373983739838,0.7868852459016393,0.7671331467413035,0.032137613415019174,4,0.780040733197556,0.7596741344195519,0.7841140529531568,0.780040733197556,0.774390243902439,0.775651979534052,0.008567526075772353
0.0015062332153320313,0.0005526453713597301,0.001810455322265625,0.0006823616973738355,10.0,l2,liblinear,"{'C': 10, 'penalty': 'l2', 'solver': 'liblinear'}",0.7479674796747967,0.8211382113821138,0.7398373983739838,0.7398373983739838,0.7868852459016393,0.7671331467413035,0.032137613415019174,4,0.780040733197556,0.7596741344195519,0.7841140529531568,0.780040733197556,0.774390243902439,0.775651979534052,0.008567526075772353
0.001599884033203125,0.000489770598809629,0.0008000373840332031,0.00040002325346180016,100.0,l2,liblinear,"{'C': 100, 'penalty': 'l2', 'solver': 'liblinear'}",0.7479674796747967,0.8211382113821138,0.7398373983739838,0.7398373983739838,0.7868852459016393,0.7671331467413035,0.032137613415019174,4,0.780040733197556,0.7596741344195519,0.7841140529531568,0.780040733197556,0.774390243902439,0.775651979534052,0.008567526075772353
0.001600503921508789,0.0004892984287695786,0.0012323379516601563,0.00028386602633057533,0.1,l2,liblinear,"{'C': 0.1, 'penalty': 'l2', 'solver': 'liblinear'}",0.7317073170731707,0.8211382113821138,0.7560975609756098,0.7317073170731707,0.7950819672131147,0.7671464747434358,0.035579335724514397,3,0.780040733197556,0.7596741344195519,0.7820773930753564,0.7759674134419552,0.766260162601626,0.772803967347209,0.008527467257739339
0.0013994693756103516,0.000490117517839369,0.0010007858276367188,1.71661376953125e-06,1.0,l2,liblinear,"{'C': 1, 'penalty': 'l2', 'solver': 'liblinear'}",0.7479674796747967,0.8211382113821138,0.7398373983739838,0.7479674796747967,0.7868852459016393,0.7687591630014661,0.030897172203445032,1,0.780040733197556,0.7596741344195519,0.7841140529531568,0.780040733197556,0.774390243902439,0.775651979534052,0.008567526075772353
0.001998710632324219,2.736729593712186e-06,0.0007007598876953125,0.0006015229668879543,10.0,l1,liblinear,"{'C': 10, 'penalty': 'l1', 'solver': 'liblinear'}",0.7479674796747967,0.8211382113821138,0.7398373983739838,0.7479674796747967,0.7868852459016393,0.7687591630014661,0.030897172203445032,1,0.780040733197556,0.7596741344195519,0.7841140529531568,0.780040733197556,0.774390243902439,0.775651979534052,0.008567526075772353
