mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_metric,param_n_neighbors,param_weights,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.0018007278442382813,0.00040004800088217065,0.0027042388916015624,0.0007464539703542434,manhattan,1,distance,"{'metric': 'manhattan', 'n_neighbors': 1, 'weights': 'distance'}",0.6910569105691057,0.6829268292682927,0.6504065040650406,0.7398373983739838,0.6885245901639344,0.6905504464880714,0.02864688422391859,118,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.0018002510070800782,0.00040004265820625033,0.0027169227600097657,0.000506838413900415,manhattan,2,distance,"{'metric': 'manhattan', 'n_neighbors': 2, 'weights': 'distance'}",0.6910569105691057,0.6829268292682927,0.6504065040650406,0.7398373983739838,0.6885245901639344,0.6905504464880714,0.02864688422391859,118,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.001901102066040039,0.0006620706717949358,0.010233449935913085,0.001908985897924518,manhattan,1,uniform,"{'metric': 'manhattan', 'n_neighbors': 1, 'weights': 'uniform'}",0.6910569105691057,0.6829268292682927,0.6504065040650406,0.7398373983739838,0.6885245901639344,0.6905504464880714,0.02864688422391859,118,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.009011793136596679,0.009412304595438275,0.013919401168823241,0.006028035147840441,euclidean,2,uniform,"{'metric': 'euclidean', 'n_neighbors': 2, 'weights': 'uniform'}",0.6666666666666666,0.6991869918699187,0.6747967479674797,0.7154471544715447,0.7704918032786885,0.7053178728508597,0.03691418713395966,117,0.845213849287169,0.8574338085539714,0.8411405295315683,0.8431771894093686,0.8292682926829268,0.8432467338930009,0.0089997820231464
0.0020607948303222657,0.0006449541288527895,0.008812522888183594,0.0011715180647711527,manhattan,2,uniform,"{'metric': 'manhattan', 'n_neighbors': 2, 'weights': 'uniform'}",0.7317073170731707,0.6910569105691057,0.6504065040650406,0.7317073170731707,0.7377049180327869,0.7085165933626549,0.03349388192166462,116,0.8370672097759674,0.8594704684317719,0.8492871690427699,0.8431771894093686,0.8292682926829268,0.843654065868561,0.010319447619937881
0.02543039321899414,0.004097653888553247,0.021625709533691407,0.0011989120509114373,euclidean,1,uniform,"{'metric': 'euclidean', 'n_neighbors': 1, 'weights': 'uniform'}",0.7073170731707317,0.6829268292682927,0.6504065040650406,0.7723577235772358,0.7459016393442623,0.7117819538851127,0.04348120519646733,113,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.021424198150634767,0.0010197301999241844,0.03133697509765625,0.00040063858032226565,euclidean,1,distance,"{'metric': 'euclidean', 'n_neighbors': 1, 'weights': 'distance'}",0.7073170731707317,0.6829268292682927,0.6504065040650406,0.7723577235772358,0.7459016393442623,0.7117819538851127,0.04348120519646733,113,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.0014001846313476563,0.0004902132376924144,0.0028003692626953126,0.000399662354874616,euclidean,2,distance,"{'metric': 'euclidean', 'n_neighbors': 2, 'weights': 'distance'}",0.7073170731707317,0.6829268292682927,0.6504065040650406,0.7723577235772358,0.7459016393442623,0.7117819538851127,0.04348120519646733,113,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.0017129898071289063,0.00039267073560769224,0.0031941413879394533,0.00026002067962203386,manhattan,4,distance,"{'metric': 'manhattan', 'n_neighbors': 4, 'weights': 'distance'}",0.7073170731707317,0.7235772357723578,0.6585365853658537,0.7317073170731707,0.7459016393442623,0.7134079701452752,0.030139961821345037,112,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.002008533477783203,0.000553749302173567,0.003806591033935547,0.0010370101321556817,manhattan,3,distance,"{'metric': 'manhattan', 'n_neighbors': 3, 'weights': 'distance'}",0.7154471544715447,0.7317073170731707,0.6504065040650406,0.7479674796747967,0.7622950819672131,0.7215647074503532,0.03888407561677253,111,1.0,1.0,1.0,1.0,1.0,1.0,0.0
